open_time,open,high,low,close,volume,quote_asset_volume,number_of_trades,log_return,close_time
2026-06-07 17:00:00+00:00,62083.64,62330.0,62046.62,62160.01,573.97699,35729596.44383,138264,0.0012293587578651928,2026-06-07 17:59:59.999000+00:00
2026-06-07 18:00:00+00:00,62160.01,62296.0,62022.0,62030.14,373.61361,23232241.9188926,84383,-0.0020914709796281015,2026-06-07 18:59:59.999000+00:00
2026-06-07 19:00:00+00:00,62030.15,62036.78,61184.0,61328.0,1046.65633,64344720.4281912,239211,-0.01138388731671256,2026-06-07 19:59:59.999000+00:00
2026-06-07 20:00:00+00:00,61327.99,61962.47,61217.17,61878.01,569.10903,35058253.4045612,145351,0.008928357532100773,2026-06-07 20:59:59.999000+00:00
2026-06-07 21:00:00+00:00,61878.0,62017.71,61652.01,61778.41,374.19369,23121476.2877054,116992,-0.0016109154953524128,2026-06-07 21:59:59.999000+00:00
2026-06-07 22:00:00+00:00,61778.42,64234.68,61728.11,62865.87,4892.75492,308953779.249916,514549,0.01744945845363001,2026-06-07 22:59:59.999000+00:00
2026-06-07 23:00:00+00:00,62865.87,63444.11,62803.42,63332.01,1159.24525,73211562.917722,225174,0.007387479408658864,2026-06-07 23:59:59.999000+00:00
2026-06-08 00:00:00+00:00,63332.01,63863.06,63138.37,63631.42,1255.61981,79789265.4682441,290444,0.0047164849758206786,2026-06-08 00:59:59.999000+00:00
2026-06-08 01:00:00+00:00,63631.43,63643.99,62720.86,63211.41,1129.10442,71231509.0440687,337355,-0.006622550680580573,2026-06-08 01:59:59.999000+00:00
2026-06-08 02:00:00+00:00,63211.41,63260.0,62918.0,63129.93,502.88284,31716610.8673722,178720,-0.0012898392766203847,2026-06-08 02:59:59.999000+00:00
2026-06-08 03:00:00+00:00,63129.94,63458.0,62978.36,63272.06,146.28783,9247870.1119601,54327,0.002248857947572377,2026-06-08 03:59:59.999000+00:00
